Brand,Category,Title,Text,Rating,Date,Source
Lucy & Yak,Ethical Fashion,I love Lucy and Yak—I enjoy the fun and…,I love Lucy and Yak—I enjoy the fun and quirky prints.  Their customer service is unparalleled —I will be a customer for life.,5,2025-12-05 20:28:58+00:00,Trustpilot
Finisterre,Ethical Fashion,Finisterre’s customer service is…,"Finisterre’s customer service is excellent, quickly resolved and well handled!",5,2025-12-05 16:46:21+00:00,Trustpilot
Missguided,Fast Fashion,Disgusting,"Would be a Zero if there was an option !!!! Their return policy gives you 3 options to return … Ups .. DHL … & Evri … they give a name & address to return to , at your own cost !! Evri need a QR code .. UPS & DHL need an e. Mail address & tel no for the receiver…  at Miss Guided !!! They will not give me this !!! as it’s a unit no !!!!! This is not the Miss Guided that was .. it’s gotta be someone selling off bits of Miss Guided stock .. I have asked to return by Royal Mail , who doesn’t need the receivers name or e. Mail address but it is not an option … Most peeps would give up & just keep it , however I’m not !!!!!!",1,2025-12-04 15:24:54+00:00,Trustpilot
Finisterre,Ethical Fashion,Great customer service,"Great customer service. Contacted finisterre about an item out of stock online, and they quickly found a store that had it in stock and gave me the contact details to be able to contact them. Christmas present sorted!",5,2025-12-04 13:43:39+00:00,Trustpilot
Lucy & Yak,Ethical Fashion,Having not received the 10% when I…,"Having not received the 10% when I ordered from my newly downloaded app … very quickly they helped by sending me a 10% refund … lovely, efficient customer service !!",5,2025-12-03 21:32:17+00:00,Trustpilot
Finisterre,Ethical Fashion,Excellent customer service from Douglas…,"Excellent customer service from Douglas over the phone. My husband’s xmas present is now sorted. Thanks so much, Merry Christmas 🎅🏻",5,2025-12-02 17:45:11+00:00,Trustpilot
Lucy & Yak,Ethical Fashion,Nice online shop with many sizes,"Nice online shop with many sizes, excellent customer support, helped me out a lot. 10/10",5,2025-12-02 14:23:08+00:00,Trustpilot
Primark,Fast Fashion,Customer service is awful,"Customer service is awful. Ive ordered a click and collect which was due to collect yesterday, however I had the dispatched to the plymouth store email but nothing to say its ready to collect. Ive emailed.. nothing, online chat...doesnt connect to a human, plymouth store... doesnt answer the phone. Ive recently had surgery and dont want to go all the way into the city centre for it not to be ready but also dont want to miss my window for collection considering the amount of reviews that have had problems with no collection notification until they've decided to send it back. GB4238059585",1,2025-12-01 13:20:58+00:00,Trustpilot
Finisterre,Ethical Fashion,Incredible customer service,"Incredible customer service, thank you Becky. Items are always excellent quality, arrive well packaged and thoughtfully designed. Thanks again!",5,2025-11-27 20:02:19+00:00,Trustpilot
Finisterre,Ethical Fashion,They do their best to rectify mistakes,I like their clothes and I admire that they fund and support marine conservation. They also support the RNLI which everyone knows is a brilliant charity,4,2025-11-27 15:42:50+00:00,Trustpilot
Missguided,Fast Fashion,terrible company,"terrible company, no customer service response what so ever, no contact number which answers, trying to return an item is awful, they don’t even give qr codes to send off when filling out the return label! SCAM AND AVOID",1,2025-11-27 15:00:58+00:00,Trustpilot
Finisterre,Ethical Fashion,A satisfactory resolution to a customer service problem.,"I called the  customer relations line re  a problem ordering  an item on their website,  and wrote  a review   detailing what I considered to be  an incomplete response  to their  website /ordering problem. Subsequent to   the review , Finisterre  have   proposed a workaround   for me to obtain the item, and offered  me a 20%  discount. I am   pleased to say that this  is  for me, a satisfactory  resolution to  the issue .",5,2025-11-25 17:13:23+00:00,Trustpilot
Primark,Fast Fashion,We bought daughter a top for birthday…,We bought daughter a top for birthday but it was a size too small. Unfortunately we could not find receipt but had payment on banking app. Labels still on jumper but Bournemouth Primark store refused to change for next size up jumper. Poor daughter upset as had really wanted top for her birthday.,1,2025-11-25 16:50:16+00:00,Trustpilot
Finisterre,Ethical Fashion,This was my first order with Finisterre…,This was my first order with Finisterre and I had a small problem with a code . I emailed them on a Sunday and this was corrected by 10am the next day . Excellent customer service I think . Thanks,5,2025-11-24 16:41:54+00:00,Trustpilot
Finisterre,Ethical Fashion,Another brilliant customer service…,Another brilliant customer service review for Finisterre. I recently received an order - Firecrest Gilet - which was sent with the security tag still attached. When I contacted them they immediately sent a replacement item which I received within a couple of days along with a free return label. And I also contacted them about an item which was out of stock online and they sent me the phone number of a store which had one available which I was able to purchase over the phone. Brilliant customer service!,5,2025-11-24 15:17:29+00:00,Trustpilot
Missguided,Fast Fashion,Avoid avoid avoid,"Like so many other reviews, I had no idea MISSGUIDED was now owned by Shein. No indication that everything is shipped from China, and the est delivery window is absolute nonsense. Items arrived late, poor quality, awful customer service and I since found the exact same item from MISSGUIDED themselves on Shein at half the price!!",1,2025-11-23 13:10:37+00:00,Trustpilot
Finisterre,Ethical Fashion,Great Service - Bath Branch,"My wife and I went into the Bath Branch to look for a rain jacket each. An exceptionally kind assistant by the name of Arabella came over to us and actually listened to what we thought we wanted. She then took us through the various items of clothing that they stocked. She answered technical questions and where she didn't know the answer she was not embarrassed to go and ask her colleagues for the information. Arabella made the shopping experience a thoroughly pleasant one. The other huge bonus is the 5 year warranty that is offered with the clothing we ended up buying. The initial cost looked expensive,  but when you factor in the warranty period compared to other outdoor pursuit shops, it makes total sense. I bought a £300  rain jacket from another mountain outdoor company and within 14 months it had started leaking and was of course out of the warranty period -  very disappointing. Finistere will be our first port of call when we are looking for more outdoor clothing.",5,2025-11-22 14:51:24+00:00,Trustpilot
Lucy & Yak,Ethical Fashion,Very professional,"Very professional, super quick. Exceptional customer service.",5,2025-11-21 16:49:26+00:00,Trustpilot
Missguided,Fast Fashion,Horrendous experience,"Horrendous experience Spent about £100 on an order and had to return all items except one due to poor sizing/quality! Have been chasing this up and they keep referring to a refund from a previous order in August, even after I sent evidence of the item being signed their end on collection over 2 weeks ago! All of the information I provided clearly states this order was made on October and returned within the timescales! This is very upsetting and frustrating especially when I have photographic proof they have received the parcel which I also had to incur the costs of returning!!! I feel like I am speaking another language! I have been emailing back and forth for a week now this is terrible!!",1,2025-11-21 13:29:04+00:00,Trustpilot
Finisterre,Ethical Fashion,Milan was a superstar in helping me…,Milan was a superstar in helping me resolve an item exchange after I had an issue with a specific item’s material quality that strangely shrunk in the wash. They were very responsive and resolved my query quickly and easily. Thanks Milan for making me feel heard. Picking up my replacement jumper this weekend which I believe will maintain the usual exceptional quality from Finisterre. Happy customer!,5,2025-11-20 15:18:06+00:00,Trustpilot
Missguided,Fast Fashion,Worst customers services & returns…,Worst customers services & returns procedure ever. Will never order from them again. Better service with Temu!,1,2025-11-20 10:04:59+00:00,Trustpilot
Finisterre,Ethical Fashion,Love their Yulex,"Their Yulex swim gear is superb I regularly swim in the frigid waters of the Hebrides all year round and their suits are easy on, comfortable and help keep the cold out Love that they change the colours  regularly",5,2025-11-20 00:36:00+00:00,Trustpilot
Missguided,Fast Fashion,Received a dress that was too small,"Received a dress that was too small, after email upon emails and being asked to measure the dress... What is that all about. Have no idea how to return as no instructions. I went through the customer service.. absolutely impossible to send this back. Been trying a few weeks to do this. Never again would I buy from this company. Stay well clear",1,2025-11-19 21:42:00+00:00,Trustpilot
Finisterre,Ethical Fashion,My query was answered promptly and in…,My query was answered promptly and in depth. Problem was solved. Thank you.,5,2025-11-19 19:17:47+00:00,Trustpilot
Finisterre,Ethical Fashion,Brilliant Customer Service,"I have been a long time customer of Finisterre and was intending to buy one of their jackets.  However, I had left it too late and by the time I got around to ordering, it was no longer available on the website. As a last resort, I emailed Finisterre Customer Services.  They could not have been more helpful.  They searched across their branch network and found the jacket in the right colour and size in their store in Bristol. When I 'phoned the store in Bristol, they were brilliant - really helpful and my jacket is now on its way. I have always appreciated the quality and ethos at Finisterre, and this is backed up by some fantastic employees and truly excellent customer service.",5,2025-11-19 16:54:14+00:00,Trustpilot
Finisterre,Ethical Fashion,1st Class Service …,"I recently ordered one of their Barent jumpers which had such positive reviews. The jumper is a great quality, however what was even better was their customer care. I had an issue with the order which the resolved so quickly, without fuss, and with ease. If only online shopping was always as good as this.",5,2025-11-19 15:51:34+00:00,Trustpilot
Finisterre,Ethical Fashion,Great customer service,"I received a discount code for my first order, this didn’t work so I emailed via the contact us link. Email was replied to in 20 minutes with a new code. Great customer service. Thank you.",5,2025-11-19 13:41:34+00:00,Trustpilot
Finisterre,Ethical Fashion,My elderly father had an issue with the…,"My elderly father had an issue with the zip mechanism of his jacket. It was great to be able to speak to a real person, who quickly understood the nature of my query and helped to find a solution. Turns out it was user error! Thank you",5,2025-11-18 13:15:33+00:00,Trustpilot
Lucy & Yak,Ethical Fashion,Royal mail lost my parcel by putting it…,"Royal mail lost my parcel by putting it in my bin which got cleared away! Lucy and yak replaced the item with no fuss, really good to deal with.",5,2025-11-17 19:03:08+00:00,Trustpilot
Finisterre,Ethical Fashion,Phenomenal Company producing high quality products,"Similar to patagonia - high quality products built with longevity in mind. Even when the clothes do break down and are damaged, finisterre will attempt repair before replacing them. The price tag is high but worth it. I've purchased a few items and I'm very pleased with them. Finisterre will be one of the companies I regularly shop at. Returns are simple, quick and free. Which is a huge bonus given that so many retailers are now charging for returns. My only complaint is the sizing is really hit and miss for me. Trousers have a generous cut (a bit too generous in my opinion) and my sizing seems to be between a Large and XL. Not much of an issue though given their returns process.",5,2025-11-17 11:59:12+00:00,Trustpilot
Lucy & Yak,Ethical Fashion,Excellent customer service,"In my experience Lucy and Yak are an excellent company selling high quality clothes with very responsive customer service, so I was surprised to see that they are getting some negative reviews. Reading the recent ones though, most of them seem to be related to a scam website posting to be Lucy and Yak - avoid by going directly for their website rather than clicking links and check carefully before buying.",5,2025-11-15 09:28:05+00:00,Trustpilot
Lucy & Yak,Ethical Fashion,Natalie was great,"Natalie was great, the issue was resolved in one email.",5,2025-11-14 21:42:31+00:00,Trustpilot
Lucy & Yak,Ethical Fashion,Very quick to help me,Very quick to help me. Thanks,5,2025-11-14 19:09:11+00:00,Trustpilot
Missguided,Fast Fashion,I am trying to return some items back…,"I am trying to return some items back to Missguided UK, and they have made this difficult to implement. I was online , within the return window of a week and a few days. There is a ridiculous contact form that will not allow me to enter my order number manually. This is prevented by a drop-down option that displays my order, but it will not let me select the order to complete the return process. I do not want to be stuck with this order or now end up passing the return date because of their rigged system - what should I do ?",1,2025-11-14 16:14:08+00:00,Trustpilot
Lucy & Yak,Ethical Fashion,Excellent customer service!,"I didn’t end up purchasing anything, but I had an excellent experience with customer service! I bought a jacket which was too big, I exchanged it for a smaller size but since it was still too big I ultimately asked for a refund. The customer service agent, Hannah, who I contacted via email, was super helpful! Everything from ordering to the return process to the refund, was super smooth!",5,2025-11-14 13:19:12+00:00,Trustpilot
Lucy & Yak,Ethical Fashion,Amazing customer service,"You dont normally see people talk about customer service unless its a negative and I feel when companies do it right it should be talked about just as much. I'd placed an order and a few days later a new promo had launched, I contacted the email and quoted my order reference and they'd refunded me back the discount all within hours which is outstanding on something they didn't need to honour. Will certainly be back",5,2025-11-13 15:51:58+00:00,Trustpilot
Missguided,Fast Fashion,On the 21st of October I returned two…,On the 21st of October I returned two dresses as they were not suitable. I requested a refund I have also sent email upon email to be constantly fobbed off being advised they are looking into this. I have emailed proof of return postage. Still no refund issued avoid this company at all costa I am now taking this further,1,2025-11-12 18:26:06+00:00,Trustpilot
Missguided,Fast Fashion,If I could give this company zero…,"If I could give this company zero stars, I would! Missguided, represents the old stereotypical views of buying from China. Cheap rubbish with even worse customer service! I ordered from this rubbish company, and returned their cheap clothes. I had to pay £13.99 for tracked return. They received the goods in September! It's now November and I am still awaiting a refund! They lie every time you email to ask for an update. At this point they have just stolen my money. In the UK all the trading standards and governing bodies are beyond useless! So you don't get your money back, and theiving companies like Missguided continue to rob innocent customers with impunity Save your money don't buy from this terrible cheap company!",1,2025-11-12 16:43:34+00:00,Trustpilot
Finisterre,Ethical Fashion,Terrific customer service,Terrific customer service.  Beginning with supporting me through the return of a gift and then the team were able to source a product out of stock on line and put me in contact with the store.  I feel they went over and about what I could expect.,5,2025-11-11 17:25:49+00:00,Trustpilot
Finisterre,Ethical Fashion,Fantastic customer service as well as products,Fantastic customer service help sending another jacket to compare sizes in the Nimbus range.  Such a helpful and friendly assistant - new jacket sent and arrived the next day.  Perfect!  5* all round.  Thank you.,5,2025-11-10 20:00:07+00:00,Trustpilot
Finisterre,Ethical Fashion,"Excellent delivery, great communication","Ordered a jacket but the size was too small. Emailed my local store to ask whether I could come in a swap it for the larger size, but they didn’t have it in stock. So just initiated the return online and ordered the larger size. Even with the standard delivery of 3-5 working days, it’s very quick. Responses to my emails were quick too. Return delivery was easy - just showed a QR code at the Post Office and they printed the labelled and took it off my hands. Only thing I’d request is that if a discount code was applied to an item being returned, the discount is code is offered again once the returned item has been received - got around it by signing up for newsletters using an account I hadn’t signed up with previously…",5,2025-11-09 22:54:23+00:00,Trustpilot
Missguided,Fast Fashion,DISGRACEFUL AND DISGUSTING!!,"DISGRACEFUL AND DISGUSTING!! I placed my order and literally one minute later, not a second more, I messaged them to cancel it. The next day they emailed me asking “why do you want to cancel” I HAVE NEVER SEEN THIS IN MY LIFE! Why would they ask why, as a consumer you have the right to cancel especially when it’s a minute after placing order, it was not dispatched, nothing! When i replied to that email i said I am not obligated to tell you as long as I’m within my rights! The next day they shipped it out and emailed me saying “oh sorry it was already dispatched” Can you believe how disgusting they are?? Word of advice, never buy from them! They’re 100% trained scammers!",1,2025-11-09 10:03:59+00:00,Trustpilot
Missguided,Fast Fashion,"Cheap, tacky rubbish","They are essentially just dropshipping cheap, tacky garbage from China for a 400% markup, ordered 2 items and they didn't appear to be the right shape for a human being in the slightest The returns process is very awkward, no prepaid labels and simple drop-offs like most other companies, instead they gave you an address and you have to sort it all out by yourself. Awful, awful, awful - avoid!",1,2025-11-08 16:49:45+00:00,Trustpilot
Lucy & Yak,Ethical Fashion,Hannah,"Hannah, dealt with my delicate matter with compassion and sorted out the mess I made.  Very grateful for everything she did.",5,2025-11-07 18:41:18+00:00,Trustpilot
Finisterre,Ethical Fashion,fantastic customer services,"I’ve had to contact Finisterre customer services a couple of times over the years for minor issues, and every time they’ve been quick to reply and incredibly pragmatic with their solutions. If only every company was this easy to deal with, only adds to the positives of buying from them! (Obviously the clothes are excellent and have been lasting me for years as well)",5,2025-11-07 17:43:24+00:00,Trustpilot
Lucy & Yak,Ethical Fashion,Top notch customer service,Top notch customer service - fast response - and lovely helpful staff,5,2025-11-07 12:33:40+00:00,Trustpilot
Missguided,Fast Fashion,New Misguided from Shien - SCAMMERS,"I bought a dress that doesn’t fit, when registering my refund they gave me £15.56 when the item cost me £18.75. I have emailed them asking why and their response has nothing to do with my question. The return process is not easy- no QR code, have to pay for delivery and upload evidence and tracking info. Reading these reviews doesn’t look like I’m going to get my money back!! DO NOT BUY COMPLETE SCAM!!!!",1,2025-11-06 20:25:07+00:00,Trustpilot
Finisterre,Ethical Fashion,Good as new!,"I sent off my 6yr old Nebulas jacket for a repair to the side seam next to the pocket. I had already had a stab at repairing it myself, with very poor results. My jacket was retuned sooner than I expected and the repair is wonderful. You wouldn't know it had been patched. It looks good as new and I look forward to many more years of wear. I can't recommend the repair service highly enough. Thank you so much.",5,2025-11-06 13:05:10+00:00,Trustpilot
Lucy & Yak,Ethical Fashion,Recommended,... fair und fancy products. Friendly and fast customer service. Ordered from Germany,5,2025-11-04 11:43:04+00:00,Trustpilot
Missguided,Fast Fashion,Ordered 2 items they are way too big,Ordered 2 items they are way too big. I sent a request to return them And they want me to send photos of the wash tag with a tape measure showing how big it is! Absolutely ridiculous I just want to return something. No company has ever asked me for this just to return an item! It’s took 10 days to get to me and the tracking information wasn’t even available! Don’t order from here it’s a shambles,1,2025-11-04 04:15:25+00:00,Trustpilot
Finisterre,Ethical Fashion,Toasty sweaters!,"Great, fast customer service. Would definitely purchase another Mora sweater. Held up and kept me warm and dry in tough Scottish Highlands weather!",5,2025-11-03 16:02:00+00:00,Trustpilot
Finisterre,Ethical Fashion,Fantastic customer support,Incredibly helpful support with really quick results. The team works hard to rectify any issues as fast as they can.,5,2025-11-03 14:38:00+00:00,Trustpilot
Missguided,Fast Fashion,Don’t bother,Didn’t realise they’d been bought by shein but have actually had better service from shein! Item is far too big and not as described. Had to request a return as that info isn’t freely available. Asked me to send pictures alongside a tape measure? The dress is too big FOR ME! Advised they have to allow a return under consumer rights act but heard nothing back.,1,2025-11-02 01:58:21+00:00,Trustpilot
Lucy & Yak,Ethical Fashion,Superb customer care,"Bought a fleece which I thought was fine so removed the tags, however when I tried it with different clothing realised it was too big. I contacted customer service to see what I could do and they were super helpful and really quick at responding. Really impressed by their customer care.",5,2025-11-02 00:14:51+00:00,Trustpilot
Lucy & Yak,Ethical Fashion,Super helpful with everything!,Super helpful with everything!,5,2025-10-31 18:30:50+00:00,Trustpilot
Missguided,Fast Fashion,Terrible customer service,I was unaware the company had been taken over by Shein. The product quality has dropped and Im finding it extremely difficult to return a couple of my items. I have been asked to take pictures of the labels with a measuring tape...... absolutely ludicrous. Never experienced such a polava to return items. Even the Shein website is easier to return Shein items! If I knew I had to go through such a headache to rrturn items I would have never ordered them. I was a Misguided customer but will not be ordering from them again.,1,2025-10-31 09:32:23+00:00,Trustpilot
Finisterre,Ethical Fashion,Very happy,"Wonderful fast efficient friendly response when I had trouble using discount code, made everything go smoothly. Totally positive experience, thank you Finisterre",5,2025-10-27 20:22:31+00:00,Trustpilot
Missguided,Fast Fashion,Stole my money,Accepted my returns but didn't refund my money. Do not buy. Avoid,1,2025-10-27 15:13:56+00:00,Trustpilot
Primark,Fast Fashion,Can you review any lower than 1!!!,Can you review any lower than 1!!!! i bought a spider-man hat for my son in cork!! tried to exchange it in the Corrib Centre in Galway today !!! wow to say the staff were awful was an understatement!! too bothered with a charity cycle to help ANYONE!!! two staff hiding behind rails laughing and joking about antibiotics !! The manager would not swap a child's hat for me !! Loads in stock !! loads and i was past 1 day to return it! i spent 200 Euros in pennys !! but the manager today was so rude and so awful !! Came home with 2 hats    !! Worst Pennys ever !! avoid !! Dear Primark your target market is now teens !! Do you realise parents fund the teens !!!! avoid this store,1,2025-10-25 23:27:04+00:00,Trustpilot
Finisterre,Ethical Fashion,Excellent customer service,Speedy replies to emails Extremely helpful staff who go above and beyond Highly recommend,5,2025-10-24 16:46:50+00:00,Trustpilot
Finisterre,Ethical Fashion,Top Class Customer Service!,"Finisterre replaced with no question a 2yr old faulty  jacket, the response was swift and resolved within 48 hrs. THAT is how you do good customer service. Thank you Finisterre - I will be returning, and recommending!",5,2025-10-24 14:36:54+00:00,Trustpilot
Missguided,Fast Fashion,Disgusting!,"Firstly, the website barley works and I wasn’t aware they had been taken over by Shein, none of the products matched the description/images, were all awful and horrid material and the refund process is a joke! It is disgusting I have to pay out of my own pocket to send clothes back made from underpaid staff! Never buy from here.",1,2025-10-23 18:53:43+00:00,Trustpilot
Lucy & Yak,Ethical Fashion,I can’t rate Lucy & Yak highly enough,"I can’t rate Lucy & Yak highly enough. I’ve been shopping with them for years, their clothes are unique, really colourful and comfortable, also sustainable. Their customer service is outstanding, Ella and the team recently went above and beyond to sort out an issue with an order which was actually my fault as I had put in the wrong email address. They  were so lovely and helpful, sorted it out promptly. 😊",5,2025-10-23 18:31:03+00:00,Trustpilot
Lucy & Yak,Ethical Fashion,Love all my L&Y clothes,Love all my L&Y clothes. I bought a jacket for my wife for her birthday which sadly went missing at the fault of royal mail and they kindly refunded me and gave me a discount to buy another jacket. Thank you so much. X,5,2025-10-22 19:10:05+00:00,Trustpilot
Missguided,Fast Fashion,Clothes are badly made,"These clothes are not true to the website pictures, bad quality and fitting, they won't even give free returns. Never will I buy from them again.",1,2025-10-20 11:33:57+00:00,Trustpilot
Missguided,Fast Fashion,No refunds available even though it is expensive to send back,Terrible service. You cannot get a refund and have to send clothes back to an address in Poland. No use as you pay a lot and they never return any of your emails. Quality fo clothes also low.,1,2025-10-19 14:56:58+00:00,Trustpilot
Lucy & Yak,Ethical Fashion,"Excellent customer service and beautiful, colourful clothes",There was a glitch with my delivery address and my parcel was returned to L&Y. After I contacted customer service Ella sorted it all out very quickly and I've received my order the next day. The service I received was well above and beyond. A very nice company to deal with in addition to the lovely clothes they sell.,5,2025-10-17 16:29:15+00:00,Trustpilot
Missguided,Fast Fashion,I returned items worth £87.50 and have…,I returned items worth £87.50 and have not had a refund. Can’t get my money back through PayPal and am being ignored by customer services.,1,2025-10-17 13:29:32+00:00,Trustpilot
Lucy & Yak,Ethical Fashion,"Awesome clothes, awesome people",Deeply grateful for the fast and impeccable help from Lisa and the Lucy and Yak team! Their clothes and accessories are awesome and so are they!,5,2025-10-17 13:08:21+00:00,Trustpilot
Lucy & Yak,Ethical Fashion,Great customer service,"I ordered another pair of Lucy and yak dungarees, my third pair as I love them so much. Unfortunately they were a bit big, so I decided to return them to my local shop in Bristol. Lily who served me was a absolute little star, really helpful and friendly, I would like to say a very big thank you to her I did land up with an exchange which are a good fit and also brought myself another pair 🤭",5,2025-10-16 22:11:36+00:00,Trustpilot
Lucy & Yak,Ethical Fashion,I cannot fault this company for…,"I cannot fault this company for excellent customer service. Every time I enter one of their stores, I am greeted by a friendly staff. Unfortunately, my jeans ripped after less than 1 year of owning them. I contacted the team to ask for guidance - I know patching up Yaks is the next best step. They kindly gave me a voucher to purchase new jeans and suggested I either patch up my existing jeans, or return them to the shop to be Re-Yaked!",5,2025-10-15 17:16:30+00:00,Trustpilot
Missguided,Fast Fashion,If I could give 0 stars I would,"If I could give 0 stars I would.  This company are the worst company I have ever dealt with.  The item I received was faulty, I reported this, they asked for photos of the fault that I sent them, they then asked for phots of the label, that I sent them.  They then asked for photos of the full item, that I sent them.  I kept asking them for a label to send back but even though the item is faulty I have to pay for the label.  I will never deal with this company again.",1,2025-10-14 12:32:16+00:00,Trustpilot
Finisterre,Ethical Fashion,Very Cozy,I bought a dark green men’s Barent sweater for my husband but liked it so much I kept it for myself and bought another one for him. I’ve worn it a lot. So comfortable and warm. Although the XL is very large for my small size frame it looks great.,5,2025-10-13 20:59:50+00:00,Trustpilot
Finisterre,Ethical Fashion,"Brilliant, human, support from Becky!","The customer support team, Becky in particular, was an unbelievable help. Becky went out of her way to resolve my issue and reassure me, I was so grateful. In a world where customer service is usually so impersonal and automated, Becky was proactive, human and a breath of fresh air. Thank you so much - a real credit to you!",5,2025-10-13 19:47:18+00:00,Trustpilot
Finisterre,Ethical Fashion,Brilliant Customer After Care,"My fisherman’s beanie shrunk in the wash despite following the care instructions. I reached out to Finisterre who promptly issued me with a replacement hat after obtaining the relevant details/ proof of purchase etc. Excellent customer after-care. Also, the warmest hat I’ve ever owned!",5,2025-10-13 15:18:04+00:00,Trustpilot
Finisterre,Ethical Fashion,Sophie in customer services is so helpful,"Amazing customer service from Sophie. I buy from Finisterre regularly and really like the clothes. However, it's the customer service that really shines through. Absolutely fantastic, helpful service.",5,2025-10-13 12:40:47+00:00,Trustpilot
Finisterre,Ethical Fashion,Always had a great experience and the…,Always had a great experience and the clothes last ages.,5,2025-10-12 14:27:33+00:00,Trustpilot
Missguided,Fast Fashion,If I could give zero stars I would.,"If I could give zero stars I would. I've been battling since August for a refund. I didnt know misguided was took over by shein, id never have ordered otherwise as their clothes are terrible. They lied and lied saying they'd tried refunding but my bank wouldn't accept until I said I was involving the ombudsman. Low and behold got my refund but for less than I paid. Joke of a company that i will never shop from again.  Their attitudes are as crap as their clothes",1,2025-10-11 18:11:50+00:00,Trustpilot
Missguided,Fast Fashion,Their returns process is terrible,Their returns process is terrible. I put in my details to return but no returns note or address was sent to my email. Avoid shopping online with this company.,1,2025-10-10 14:04:34+00:00,Trustpilot
Lucy & Yak,Ethical Fashion,Lucy and Yak is one of my favorite…,"Lucy and Yak is one of my favorite brands! Their clothes aren’t just fun and good quality, but the team is consistently kind and accommodating! No hesitations purchasing from such a well-rounded brand, and they always keep me coming back!",5,2025-10-08 16:06:51+00:00,Trustpilot
Lucy & Yak,Ethical Fashion,Had a faulty item,"Had a faulty item, the team resolved it and gave me several options on how I wanted to proceed with it. Honestly the best customer service and support I could have received!!!",5,2025-10-08 14:50:35+00:00,Trustpilot
Finisterre,Ethical Fashion,It is such a change to deal with a…,"It is such a change to deal with a company with such good, friendly ,communication, who stick to their promises snd resolve problems quickly. A fantastic company all round!",5,2025-10-07 21:53:42+00:00,Trustpilot
Finisterre,Ethical Fashion,"Great Service, Design and Company Ethos","Sophie was very understanding of the issue I had with the Rainbird jacket and undertook to replace it with the newer design without further question. The replacement was sent the moment my returned jacket arrived at Finisterre and I haven’t looked back. The new jacket is a very good design, fit and most importantly - is weathertight! I have been very impressed and grateful for such a great service and company ethos. I wouldn’t hesitate to recommend Finisterre to anyone.",5,2025-10-07 00:22:13+00:00,Trustpilot
Missguided,Fast Fashion,Avoid at all costs,Avoid at all costs - they are not providing me with an returns note or dress to return items for a refund,1,2025-10-06 16:04:13+00:00,Trustpilot
Primark,Fast Fashion,very cheap but suitable clothes for all…,very cheap but suitable clothes for all stuff the environment wasn’t the best tho,4,2025-10-06 11:56:27+00:00,Trustpilot
Missguided,Fast Fashion,Really hard to contact and then expect…,Really hard to contact and then expect you to pay for return. Won't be shopping with them anymore,1,2025-10-05 22:41:07+00:00,Trustpilot
Missguided,Fast Fashion,Please avoid!!!,Please avoid!!!! Terrible customer service service! terrible communication Terrible costly returns process Still waiting for £ to be refunded after a long period of time SHEIN clothes. Not the usual misguided Never using them again,1,2025-10-05 08:35:53+00:00,Trustpilot
Finisterre,Ethical Fashion,Sophie at Finisterre was a ray of…,Sophie at Finisterre was a ray of sunshine when facing the stormy rough seas of customer service I have faced in the past. From my first email I was met with kindness and understanding and the fastest reply I’ve ever helped. Her service was clearly communicated and really kind respectful and helpful. Resolving the whole matter incredibly fast. I had been so disappointed with the quality of the item I had purchased but she turned the whole experience into a really positive one.,5,2025-10-03 20:28:28+00:00,Trustpilot
Missguided,Fast Fashion,This isn’t like the old misguided - It’s SHEIN,"This isn’t like the old misguided. Which was similar to PLT etc. This is SHEIN clothing. Low quality. Nothing fit well, and the returns process is insane. I had to send images of all the clothes I needed to return. (They were made with such low quality). The returns process was accepted. They give you a return address and YOU have to organise and return it yourself!! My return was delivered the day after and I do not have my refund. They have said ‘once the warehouse receives it’ they will confirm if it’s eligible for a refund!? It has been delivered and I’ve already had acceptance of the refund.  Please don’t bother to order from MISSGUIDED. It’s NOT like the original, and don’t forget it’s all from SHEIN.",1,2025-10-03 12:03:48+00:00,Trustpilot
Missguided,Fast Fashion,Ordered 4 items which took weeks to…,"Ordered 4 items which took weeks to arrive. Which I now realise is because items now come from Shein/China after doing some research. Quality is terrible, cheap and one of the dresses I had ordered came stitched the wrong way. When I finally got hold of someone I was told to make my own returns label that cost me £7.60! Also was told to return to a random warehouse. Awful. Avoid.",1,2025-10-02 19:07:11+00:00,Trustpilot
Missguided,Fast Fashion,They don’t allow you to return!,In the returns policy they say drop them an email to return but they do not respond. I tried social media too and they ignored it all! You should have the right to return something you’ve bought online,1,2025-10-02 16:53:55+00:00,Trustpilot
Finisterre,Ethical Fashion,Excellent service over three visits,"Excellent service over three visits! Helpful considerate staff, knowledgeable, unhurried, unpushy, professional expertise matched by nice personal touch about what to wear in wind and rain in the Outer Hebrides now the autumn storms are arriving! Am ready now with my Stormbird weatherproof as Storm Amy approaches. Thank you Finisterre Bath.",5,2025-10-02 12:15:42+00:00,Trustpilot
Finisterre,Ethical Fashion,Have to spend £100 for free shipping,Have to spend £100 for free shipping. Shipping isn’t the fastest. Discount codes which seem to initially work will not complete. The clothes are good but the brand premium is a little too high.,3,2025-10-01 19:45:46+00:00,Trustpilot
Lucy & Yak,Ethical Fashion,Amazing,"Amazing! Emily was super helpful and prompt with help on my need to action a return, thanks Emily!",5,2025-10-01 18:33:11+00:00,Trustpilot
