Brand,Category,Title,Text,Rating,Date,Source,Clean_Text
Lucy & Yak,Ethical Fashion,Excellent customer service!,"I didn’t end up purchasing anything, but I had an excellent experience with customer service! I bought a jacket which was too big, I exchanged it for a smaller size but since it was still too big I ultimately asked for a refund. The customer service agent, Hannah, who I contacted via email, was super helpful! Everything from ordering to the return process to the refund, was super smooth!",5,2025-11-14 13:19:12+00:00,Trustpilot,didnt end purchasing anything excellent experience customer service bought jacket big exchanged smaller size since still big ultimately asked refund customer service agent hannah contacted via email super helpful everything ordering return process refund super smooth
Lucy & Yak,Ethical Fashion,Amazing customer service,"You dont normally see people talk about customer service unless its a negative and I feel when companies do it right it should be talked about just as much. I'd placed an order and a few days later a new promo had launched, I contacted the email and quoted my order reference and they'd refunded me back the discount all within hours which is outstanding on something they didn't need to honour. Will certainly be back",5,2025-11-13 15:51:58+00:00,Trustpilot,dont normally see people talk customer service unless negative feel company right talked much id placed order day later new promo launched contacted email quoted order reference theyd refunded back discount within hour outstanding something didnt need honour certainly back
Missguided,Fast Fashion,On the 21st of October I returned two…,On the 21st of October I returned two dresses as they were not suitable. I requested a refund I have also sent email upon email to be constantly fobbed off being advised they are looking into this. I have emailed proof of return postage. Still no refund issued avoid this company at all costa I am now taking this further,1,2025-11-12 18:26:06+00:00,Trustpilot,st october returned two dress suitable requested refund also sent email upon email constantly fobbed advised looking emailed proof return postage still refund issued avoid company costa taking
Missguided,Fast Fashion,If I could give this company zero…,"If I could give this company zero stars, I would! Missguided, represents the old stereotypical views of buying from China. Cheap rubbish with even worse customer service! I ordered from this rubbish company, and returned their cheap clothes. I had to pay £13.99 for tracked return. They received the goods in September! It's now November and I am still awaiting a refund! They lie every time you email to ask for an update. At this point they have just stolen my money. In the UK all the trading standards and governing bodies are beyond useless! So you don't get your money back, and theiving companies like Missguided continue to rob innocent customers with impunity Save your money don't buy from this terrible cheap company!",1,2025-11-12 16:43:34+00:00,Trustpilot,could give company zero star would missguided represents old stereotypical view buying china cheap rubbish even worse customer service ordered rubbish company returned cheap clothes pay tracked return received good september november still awaiting refund lie every time email ask update point stolen money uk trading standard governing body beyond useless dont get money back theiving company like missguided continue rob innocent customer impunity save money dont buy terrible cheap company
Finisterre,Ethical Fashion,Terrific customer service,Terrific customer service.  Beginning with supporting me through the return of a gift and then the team were able to source a product out of stock on line and put me in contact with the store.  I feel they went over and about what I could expect.,5,2025-11-11 17:25:49+00:00,Trustpilot,terrific customer service beginning supporting return gift team able source product stock line put contact store feel went could expect
Finisterre,Ethical Fashion,Fantastic customer service as well as products,Fantastic customer service help sending another jacket to compare sizes in the Nimbus range.  Such a helpful and friendly assistant - new jacket sent and arrived the next day.  Perfect!  5* all round.  Thank you.,5,2025-11-10 20:00:07+00:00,Trustpilot,fantastic customer service help sending another jacket compare size nimbus range helpful friendly assistant new jacket sent arrived next day perfect round thank
Finisterre,Ethical Fashion,"Excellent delivery, great communication","Ordered a jacket but the size was too small. Emailed my local store to ask whether I could come in a swap it for the larger size, but they didn’t have it in stock. So just initiated the return online and ordered the larger size. Even with the standard delivery of 3-5 working days, it’s very quick. Responses to my emails were quick too. Return delivery was easy - just showed a QR code at the Post Office and they printed the labelled and took it off my hands. Only thing I’d request is that if a discount code was applied to an item being returned, the discount is code is offered again once the returned item has been received - got around it by signing up for newsletters using an account I hadn’t signed up with previously…",5,2025-11-09 22:54:23+00:00,Trustpilot,ordered jacket size small emailed local store ask whether could come swap larger size didnt stock initiated return online ordered larger size even standard delivery working day quick response email quick return delivery easy showed qr code post office printed labelled took hand thing id request discount code applied item returned discount code offered returned item received got around signing newsletter using account hadnt signed previously
Missguided,Fast Fashion,DISGRACEFUL AND DISGUSTING!!,"DISGRACEFUL AND DISGUSTING!! I placed my order and literally one minute later, not a second more, I messaged them to cancel it. The next day they emailed me asking “why do you want to cancel” I HAVE NEVER SEEN THIS IN MY LIFE! Why would they ask why, as a consumer you have the right to cancel especially when it’s a minute after placing order, it was not dispatched, nothing! When i replied to that email i said I am not obligated to tell you as long as I’m within my rights! The next day they shipped it out and emailed me saying “oh sorry it was already dispatched” Can you believe how disgusting they are?? Word of advice, never buy from them! They’re 100% trained scammers!",1,2025-11-09 10:03:59+00:00,Trustpilot,disgraceful disgusting placed order literally one minute later second messaged cancel next day emailed asking want cancel never seen life would ask consumer right cancel especially minute placing order dispatched nothing replied email said obligated tell long im within right next day shipped emailed saying oh sorry already dispatched believe disgusting word advice never buy theyre trained scammer
Missguided,Fast Fashion,"Cheap, tacky rubbish","They are essentially just dropshipping cheap, tacky garbage from China for a 400% markup, ordered 2 items and they didn't appear to be the right shape for a human being in the slightest The returns process is very awkward, no prepaid labels and simple drop-offs like most other companies, instead they gave you an address and you have to sort it all out by yourself. Awful, awful, awful - avoid!",1,2025-11-08 16:49:45+00:00,Trustpilot,essentially dropshipping cheap tacky garbage china markup ordered item didnt appear right shape human slightest return process awkward prepaid label simple dropoffs like company instead gave address sort awful awful awful avoid
Lucy & Yak,Ethical Fashion,Hannah,"Hannah, dealt with my delicate matter with compassion and sorted out the mess I made.  Very grateful for everything she did.",5,2025-11-07 18:41:18+00:00,Trustpilot,hannah dealt delicate matter compassion sorted mess made grateful everything
Finisterre,Ethical Fashion,fantastic customer services,"I’ve had to contact Finisterre customer services a couple of times over the years for minor issues, and every time they’ve been quick to reply and incredibly pragmatic with their solutions. If only every company was this easy to deal with, only adds to the positives of buying from them! (Obviously the clothes are excellent and have been lasting me for years as well)",5,2025-11-07 17:43:24+00:00,Trustpilot,ive contact finisterre customer service couple time year minor issue every time theyve quick reply incredibly pragmatic solution every company easy deal add positive buying obviously clothes excellent lasting year well
Lucy & Yak,Ethical Fashion,Top notch customer service,Top notch customer service - fast response - and lovely helpful staff,5,2025-11-07 12:33:40+00:00,Trustpilot,top notch customer service fast response lovely helpful staff
Missguided,Fast Fashion,New Misguided from Shien - SCAMMERS,"I bought a dress that doesn’t fit, when registering my refund they gave me £15.56 when the item cost me £18.75. I have emailed them asking why and their response has nothing to do with my question. The return process is not easy- no QR code, have to pay for delivery and upload evidence and tracking info. Reading these reviews doesn’t look like I’m going to get my money back!! DO NOT BUY COMPLETE SCAM!!!!",1,2025-11-06 20:25:07+00:00,Trustpilot,bought dress doesnt fit registering refund gave item cost emailed asking response nothing question return process easy qr code pay delivery upload evidence tracking info reading review doesnt look like im going get money back buy complete scam
Finisterre,Ethical Fashion,Good as new!,"I sent off my 6yr old Nebulas jacket for a repair to the side seam next to the pocket. I had already had a stab at repairing it myself, with very poor results. My jacket was retuned sooner than I expected and the repair is wonderful. You wouldn't know it had been patched. It looks good as new and I look forward to many more years of wear. I can't recommend the repair service highly enough. Thank you so much.",5,2025-11-06 13:05:10+00:00,Trustpilot,sent yr old nebula jacket repair side seam next pocket already stab repairing poor result jacket retuned sooner expected repair wonderful wouldnt know patched look good new look forward many year wear cant recommend repair service highly enough thank much
Lucy & Yak,Ethical Fashion,Recommended,... fair und fancy products. Friendly and fast customer service. Ordered from Germany,5,2025-11-04 11:43:04+00:00,Trustpilot,fair und fancy product friendly fast customer service ordered germany
Missguided,Fast Fashion,Ordered 2 items they are way too big,Ordered 2 items they are way too big. I sent a request to return them And they want me to send photos of the wash tag with a tape measure showing how big it is! Absolutely ridiculous I just want to return something. No company has ever asked me for this just to return an item! It’s took 10 days to get to me and the tracking information wasn’t even available! Don’t order from here it’s a shambles,1,2025-11-04 04:15:25+00:00,Trustpilot,ordered item way big sent request return want send photo wash tag tape measure showing big absolutely ridiculous want return something company ever asked return item took day get tracking information wasnt even available dont order shamble
Finisterre,Ethical Fashion,Toasty sweaters!,"Great, fast customer service. Would definitely purchase another Mora sweater. Held up and kept me warm and dry in tough Scottish Highlands weather!",5,2025-11-03 16:02:00+00:00,Trustpilot,great fast customer service would definitely purchase another mora sweater held kept warm dry tough scottish highland weather
Finisterre,Ethical Fashion,Fantastic customer support,Incredibly helpful support with really quick results. The team works hard to rectify any issues as fast as they can.,5,2025-11-03 14:38:00+00:00,Trustpilot,incredibly helpful support really quick result team work hard rectify issue fast
Missguided,Fast Fashion,Don’t bother,Didn’t realise they’d been bought by shein but have actually had better service from shein! Item is far too big and not as described. Had to request a return as that info isn’t freely available. Asked me to send pictures alongside a tape measure? The dress is too big FOR ME! Advised they have to allow a return under consumer rights act but heard nothing back.,1,2025-11-02 01:58:21+00:00,Trustpilot,didnt realise theyd bought shein actually better service shein item far big described request return info isnt freely available asked send picture alongside tape measure dress big advised allow return consumer right act heard nothing back
Lucy & Yak,Ethical Fashion,Superb customer care,"Bought a fleece which I thought was fine so removed the tags, however when I tried it with different clothing realised it was too big. I contacted customer service to see what I could do and they were super helpful and really quick at responding. Really impressed by their customer care.",5,2025-11-02 00:14:51+00:00,Trustpilot,bought fleece thought fine removed tag however tried different clothing realised big contacted customer service see could super helpful really quick responding really impressed customer care
Lucy & Yak,Ethical Fashion,Super helpful with everything!,Super helpful with everything!,5,2025-10-31 18:30:50+00:00,Trustpilot,super helpful everything
Missguided,Fast Fashion,Terrible customer service,I was unaware the company had been taken over by Shein. The product quality has dropped and Im finding it extremely difficult to return a couple of my items. I have been asked to take pictures of the labels with a measuring tape...... absolutely ludicrous. Never experienced such a polava to return items. Even the Shein website is easier to return Shein items! If I knew I had to go through such a headache to rrturn items I would have never ordered them. I was a Misguided customer but will not be ordering from them again.,1,2025-10-31 09:32:23+00:00,Trustpilot,unaware company taken shein product quality dropped im finding extremely difficult return couple item asked take picture label measuring tape absolutely ludicrous never experienced polava return item even shein website easier return shein item knew go headache rrturn item would never ordered misguided customer ordering
Finisterre,Ethical Fashion,Very happy,"Wonderful fast efficient friendly response when I had trouble using discount code, made everything go smoothly. Totally positive experience, thank you Finisterre",5,2025-10-27 20:22:31+00:00,Trustpilot,wonderful fast efficient friendly response trouble using discount code made everything go smoothly totally positive experience thank finisterre
Missguided,Fast Fashion,Stole my money,Accepted my returns but didn't refund my money. Do not buy. Avoid,1,2025-10-27 15:13:56+00:00,Trustpilot,accepted return didnt refund money buy avoid
Primark,Fast Fashion,Can you review any lower than 1!!!,Can you review any lower than 1!!!! i bought a spider-man hat for my son in cork!! tried to exchange it in the Corrib Centre in Galway today !!! wow to say the staff were awful was an understatement!! too bothered with a charity cycle to help ANYONE!!! two staff hiding behind rails laughing and joking about antibiotics !! The manager would not swap a child's hat for me !! Loads in stock !! loads and i was past 1 day to return it! i spent 200 Euros in pennys !! but the manager today was so rude and so awful !! Came home with 2 hats    !! Worst Pennys ever !! avoid !! Dear Primark your target market is now teens !! Do you realise parents fund the teens !!!! avoid this store,1,2025-10-25 23:27:04+00:00,Trustpilot,review lower bought spiderman hat son cork tried exchange corrib centre galway today wow say staff awful understatement bothered charity cycle help anyone two staff hiding behind rail laughing joking antibiotic manager would swap child hat load stock load past day return spent euro penny manager today rude awful came home hat worst penny ever avoid dear primark target market teen realise parent fund teen avoid store
Finisterre,Ethical Fashion,Excellent customer service,Speedy replies to emails Extremely helpful staff who go above and beyond Highly recommend,5,2025-10-24 16:46:50+00:00,Trustpilot,speedy reply email extremely helpful staff go beyond highly recommend
Finisterre,Ethical Fashion,Top Class Customer Service!,"Finisterre replaced with no question a 2yr old faulty  jacket, the response was swift and resolved within 48 hrs. THAT is how you do good customer service. Thank you Finisterre - I will be returning, and recommending!",5,2025-10-24 14:36:54+00:00,Trustpilot,finisterre replaced question yr old faulty jacket response swift resolved within hr good customer service thank finisterre returning recommending
Missguided,Fast Fashion,Disgusting!,"Firstly, the website barley works and I wasn’t aware they had been taken over by Shein, none of the products matched the description/images, were all awful and horrid material and the refund process is a joke! It is disgusting I have to pay out of my own pocket to send clothes back made from underpaid staff! Never buy from here.",1,2025-10-23 18:53:43+00:00,Trustpilot,firstly website barley work wasnt aware taken shein none product matched descriptionimages awful horrid material refund process joke disgusting pay pocket send clothes back made underpaid staff never buy
Lucy & Yak,Ethical Fashion,I can’t rate Lucy & Yak highly enough,"I can’t rate Lucy & Yak highly enough. I’ve been shopping with them for years, their clothes are unique, really colourful and comfortable, also sustainable. Their customer service is outstanding, Ella and the team recently went above and beyond to sort out an issue with an order which was actually my fault as I had put in the wrong email address. They  were so lovely and helpful, sorted it out promptly. 😊",5,2025-10-23 18:31:03+00:00,Trustpilot,cant rate lucy yak highly enough ive shopping year clothes unique really colourful comfortable also sustainable customer service outstanding ella team recently went beyond sort issue order actually fault put wrong email address lovely helpful sorted promptly
Lucy & Yak,Ethical Fashion,Love all my L&Y clothes,Love all my L&Y clothes. I bought a jacket for my wife for her birthday which sadly went missing at the fault of royal mail and they kindly refunded me and gave me a discount to buy another jacket. Thank you so much. X,5,2025-10-22 19:10:05+00:00,Trustpilot,love ly clothes bought jacket wife birthday sadly went missing fault royal mail kindly refunded gave discount buy another jacket thank much x
Missguided,Fast Fashion,Clothes are badly made,"These clothes are not true to the website pictures, bad quality and fitting, they won't even give free returns. Never will I buy from them again.",1,2025-10-20 11:33:57+00:00,Trustpilot,clothes true website picture bad quality fitting wont even give free return never buy
Missguided,Fast Fashion,No refunds available even though it is expensive to send back,Terrible service. You cannot get a refund and have to send clothes back to an address in Poland. No use as you pay a lot and they never return any of your emails. Quality fo clothes also low.,1,2025-10-19 14:56:58+00:00,Trustpilot,terrible service get refund send clothes back address poland use pay lot never return email quality fo clothes also low
Lucy & Yak,Ethical Fashion,"Excellent customer service and beautiful, colourful clothes",There was a glitch with my delivery address and my parcel was returned to L&Y. After I contacted customer service Ella sorted it all out very quickly and I've received my order the next day. The service I received was well above and beyond. A very nice company to deal with in addition to the lovely clothes they sell.,5,2025-10-17 16:29:15+00:00,Trustpilot,glitch delivery address parcel returned ly contacted customer service ella sorted quickly ive received order next day service received well beyond nice company deal addition lovely clothes sell
Missguided,Fast Fashion,I returned items worth £87.50 and have…,I returned items worth £87.50 and have not had a refund. Can’t get my money back through PayPal and am being ignored by customer services.,1,2025-10-17 13:29:32+00:00,Trustpilot,returned item worth refund cant get money back paypal ignored customer service
Lucy & Yak,Ethical Fashion,"Awesome clothes, awesome people",Deeply grateful for the fast and impeccable help from Lisa and the Lucy and Yak team! Their clothes and accessories are awesome and so are they!,5,2025-10-17 13:08:21+00:00,Trustpilot,deeply grateful fast impeccable help lisa lucy yak team clothes accessory awesome
Lucy & Yak,Ethical Fashion,Great customer service,"I ordered another pair of Lucy and yak dungarees, my third pair as I love them so much. Unfortunately they were a bit big, so I decided to return them to my local shop in Bristol. Lily who served me was a absolute little star, really helpful and friendly, I would like to say a very big thank you to her I did land up with an exchange which are a good fit and also brought myself another pair 🤭",5,2025-10-16 22:11:36+00:00,Trustpilot,ordered another pair lucy yak dungaree third pair love much unfortunately bit big decided return local shop bristol lily served absolute little star really helpful friendly would like say big thank land exchange good fit also brought another pair
Lucy & Yak,Ethical Fashion,I cannot fault this company for…,"I cannot fault this company for excellent customer service. Every time I enter one of their stores, I am greeted by a friendly staff. Unfortunately, my jeans ripped after less than 1 year of owning them. I contacted the team to ask for guidance - I know patching up Yaks is the next best step. They kindly gave me a voucher to purchase new jeans and suggested I either patch up my existing jeans, or return them to the shop to be Re-Yaked!",5,2025-10-15 17:16:30+00:00,Trustpilot,fault company excellent customer service every time enter one store greeted friendly staff unfortunately jean ripped less year owning contacted team ask guidance know patching yak next best step kindly gave voucher purchase new jean suggested either patch existing jean return shop reyaked
Missguided,Fast Fashion,If I could give 0 stars I would,"If I could give 0 stars I would.  This company are the worst company I have ever dealt with.  The item I received was faulty, I reported this, they asked for photos of the fault that I sent them, they then asked for phots of the label, that I sent them.  They then asked for photos of the full item, that I sent them.  I kept asking them for a label to send back but even though the item is faulty I have to pay for the label.  I will never deal with this company again.",1,2025-10-14 12:32:16+00:00,Trustpilot,could give star would company worst company ever dealt item received faulty reported asked photo fault sent asked phot label sent asked photo full item sent kept asking label send back even though item faulty pay label never deal company
Finisterre,Ethical Fashion,Very Cozy,I bought a dark green men’s Barent sweater for my husband but liked it so much I kept it for myself and bought another one for him. I’ve worn it a lot. So comfortable and warm. Although the XL is very large for my small size frame it looks great.,5,2025-10-13 20:59:50+00:00,Trustpilot,bought dark green men barent sweater husband liked much kept bought another one ive worn lot comfortable warm although xl large small size frame look great
Finisterre,Ethical Fashion,"Brilliant, human, support from Becky!","The customer support team, Becky in particular, was an unbelievable help. Becky went out of her way to resolve my issue and reassure me, I was so grateful. In a world where customer service is usually so impersonal and automated, Becky was proactive, human and a breath of fresh air. Thank you so much - a real credit to you!",5,2025-10-13 19:47:18+00:00,Trustpilot,customer support team becky particular unbelievable help becky went way resolve issue reassure grateful world customer service usually impersonal automated becky proactive human breath fresh air thank much real credit
Finisterre,Ethical Fashion,Brilliant Customer After Care,"My fisherman’s beanie shrunk in the wash despite following the care instructions. I reached out to Finisterre who promptly issued me with a replacement hat after obtaining the relevant details/ proof of purchase etc. Excellent customer after-care. Also, the warmest hat I’ve ever owned!",5,2025-10-13 15:18:04+00:00,Trustpilot,fisherman beanie shrunk wash despite following care instruction reached finisterre promptly issued replacement hat obtaining relevant detail proof purchase etc excellent customer aftercare also warmest hat ive ever owned
Finisterre,Ethical Fashion,Sophie in customer services is so helpful,"Amazing customer service from Sophie. I buy from Finisterre regularly and really like the clothes. However, it's the customer service that really shines through. Absolutely fantastic, helpful service.",5,2025-10-13 12:40:47+00:00,Trustpilot,amazing customer service sophie buy finisterre regularly really like clothes however customer service really shine absolutely fantastic helpful service
Finisterre,Ethical Fashion,Always had a great experience and the…,Always had a great experience and the clothes last ages.,5,2025-10-12 14:27:33+00:00,Trustpilot,always great experience clothes last age
Missguided,Fast Fashion,If I could give zero stars I would.,"If I could give zero stars I would. I've been battling since August for a refund. I didnt know misguided was took over by shein, id never have ordered otherwise as their clothes are terrible. They lied and lied saying they'd tried refunding but my bank wouldn't accept until I said I was involving the ombudsman. Low and behold got my refund but for less than I paid. Joke of a company that i will never shop from again.  Their attitudes are as crap as their clothes",1,2025-10-11 18:11:50+00:00,Trustpilot,could give zero star would ive battling since august refund didnt know misguided took shein id never ordered otherwise clothes terrible lied lied saying theyd tried refunding bank wouldnt accept said involving ombudsman low behold got refund less paid joke company never shop attitude crap clothes
Missguided,Fast Fashion,Their returns process is terrible,Their returns process is terrible. I put in my details to return but no returns note or address was sent to my email. Avoid shopping online with this company.,1,2025-10-10 14:04:34+00:00,Trustpilot,return process terrible put detail return return note address sent email avoid shopping online company
Lucy & Yak,Ethical Fashion,Lucy and Yak is one of my favorite…,"Lucy and Yak is one of my favorite brands! Their clothes aren’t just fun and good quality, but the team is consistently kind and accommodating! No hesitations purchasing from such a well-rounded brand, and they always keep me coming back!",5,2025-10-08 16:06:51+00:00,Trustpilot,lucy yak one favorite brand clothes arent fun good quality team consistently kind accommodating hesitation purchasing wellrounded brand always keep coming back
Lucy & Yak,Ethical Fashion,Had a faulty item,"Had a faulty item, the team resolved it and gave me several options on how I wanted to proceed with it. Honestly the best customer service and support I could have received!!!",5,2025-10-08 14:50:35+00:00,Trustpilot,faulty item team resolved gave several option wanted proceed honestly best customer service support could received
Finisterre,Ethical Fashion,It is such a change to deal with a…,"It is such a change to deal with a company with such good, friendly ,communication, who stick to their promises snd resolve problems quickly. A fantastic company all round!",5,2025-10-07 21:53:42+00:00,Trustpilot,change deal company good friendly communication stick promise snd resolve problem quickly fantastic company round
Finisterre,Ethical Fashion,"Great Service, Design and Company Ethos","Sophie was very understanding of the issue I had with the Rainbird jacket and undertook to replace it with the newer design without further question. The replacement was sent the moment my returned jacket arrived at Finisterre and I haven’t looked back. The new jacket is a very good design, fit and most importantly - is weathertight! I have been very impressed and grateful for such a great service and company ethos. I wouldn’t hesitate to recommend Finisterre to anyone.",5,2025-10-07 00:22:13+00:00,Trustpilot,sophie understanding issue rainbird jacket undertook replace newer design without question replacement sent moment returned jacket arrived finisterre havent looked back new jacket good design fit importantly weathertight impressed grateful great service company ethos wouldnt hesitate recommend finisterre anyone
Missguided,Fast Fashion,Avoid at all costs,Avoid at all costs - they are not providing me with an returns note or dress to return items for a refund,1,2025-10-06 16:04:13+00:00,Trustpilot,avoid cost providing return note dress return item refund
Primark,Fast Fashion,very cheap but suitable clothes for all…,very cheap but suitable clothes for all stuff the environment wasn’t the best tho,4,2025-10-06 11:56:27+00:00,Trustpilot,cheap suitable clothes stuff environment wasnt best tho
Missguided,Fast Fashion,Really hard to contact and then expect…,Really hard to contact and then expect you to pay for return. Won't be shopping with them anymore,1,2025-10-05 22:41:07+00:00,Trustpilot,really hard contact expect pay return wont shopping anymore
Missguided,Fast Fashion,Please avoid!!!,Please avoid!!!! Terrible customer service service! terrible communication Terrible costly returns process Still waiting for £ to be refunded after a long period of time SHEIN clothes. Not the usual misguided Never using them again,1,2025-10-05 08:35:53+00:00,Trustpilot,please avoid terrible customer service service terrible communication terrible costly return process still waiting refunded long period time shein clothes usual misguided never using
Finisterre,Ethical Fashion,Sophie at Finisterre was a ray of…,Sophie at Finisterre was a ray of sunshine when facing the stormy rough seas of customer service I have faced in the past. From my first email I was met with kindness and understanding and the fastest reply I’ve ever helped. Her service was clearly communicated and really kind respectful and helpful. Resolving the whole matter incredibly fast. I had been so disappointed with the quality of the item I had purchased but she turned the whole experience into a really positive one.,5,2025-10-03 20:28:28+00:00,Trustpilot,sophie finisterre ray sunshine facing stormy rough sea customer service faced past first email met kindness understanding fastest reply ive ever helped service clearly communicated really kind respectful helpful resolving whole matter incredibly fast disappointed quality item purchased turned whole experience really positive one
Missguided,Fast Fashion,This isn’t like the old misguided - It’s SHEIN,"This isn’t like the old misguided. Which was similar to PLT etc. This is SHEIN clothing. Low quality. Nothing fit well, and the returns process is insane. I had to send images of all the clothes I needed to return. (They were made with such low quality). The returns process was accepted. They give you a return address and YOU have to organise and return it yourself!! My return was delivered the day after and I do not have my refund. They have said ‘once the warehouse receives it’ they will confirm if it’s eligible for a refund!? It has been delivered and I’ve already had acceptance of the refund.  Please don’t bother to order from MISSGUIDED. It’s NOT like the original, and don’t forget it’s all from SHEIN.",1,2025-10-03 12:03:48+00:00,Trustpilot,isnt like old misguided similar plt etc shein clothing low quality nothing fit well return process insane send image clothes needed return made low quality return process accepted give return address organise return return delivered day refund said warehouse receives confirm eligible refund delivered ive already acceptance refund please dont bother order missguided like original dont forget shein
Missguided,Fast Fashion,Ordered 4 items which took weeks to…,"Ordered 4 items which took weeks to arrive. Which I now realise is because items now come from Shein/China after doing some research. Quality is terrible, cheap and one of the dresses I had ordered came stitched the wrong way. When I finally got hold of someone I was told to make my own returns label that cost me £7.60! Also was told to return to a random warehouse. Awful. Avoid.",1,2025-10-02 19:07:11+00:00,Trustpilot,ordered item took week arrive realise item come sheinchina research quality terrible cheap one dress ordered came stitched wrong way finally got hold someone told make return label cost also told return random warehouse awful avoid
Missguided,Fast Fashion,They don’t allow you to return!,In the returns policy they say drop them an email to return but they do not respond. I tried social media too and they ignored it all! You should have the right to return something you’ve bought online,1,2025-10-02 16:53:55+00:00,Trustpilot,return policy say drop email return respond tried social medium ignored right return something youve bought online
Finisterre,Ethical Fashion,Excellent service over three visits,"Excellent service over three visits! Helpful considerate staff, knowledgeable, unhurried, unpushy, professional expertise matched by nice personal touch about what to wear in wind and rain in the Outer Hebrides now the autumn storms are arriving! Am ready now with my Stormbird weatherproof as Storm Amy approaches. Thank you Finisterre Bath.",5,2025-10-02 12:15:42+00:00,Trustpilot,excellent service three visit helpful considerate staff knowledgeable unhurried unpushy professional expertise matched nice personal touch wear wind rain outer hebrides autumn storm arriving ready stormbird weatherproof storm amy approach thank finisterre bath
Finisterre,Ethical Fashion,Have to spend £100 for free shipping,Have to spend £100 for free shipping. Shipping isn’t the fastest. Discount codes which seem to initially work will not complete. The clothes are good but the brand premium is a little too high.,3,2025-10-01 19:45:46+00:00,Trustpilot,spend free shipping shipping isnt fastest discount code seem initially work complete clothes good brand premium little high
Lucy & Yak,Ethical Fashion,Amazing,"Amazing! Emily was super helpful and prompt with help on my need to action a return, thanks Emily!",5,2025-10-01 18:33:11+00:00,Trustpilot,amazing emily super helpful prompt help need action return thanks emily
Missguided,Fast Fashion,Nearly £7 to return 2 items and they…,"Nearly £7 to return 2 items and they can't even give you a label so had to find a printer as I was sent the address by email!!!  absolute joke, contact options are shocking, returns portal doesnt recognise your order. No issues accepting the sale though. Will never order from them again they need to stay in liquidation absolute s*** show",1,2025-10-01 16:40:30+00:00,Trustpilot,nearly return item cant even give label find printer sent address email absolute joke contact option shocking return portal doesnt recognise order issue accepting sale though never order need stay liquidation absolute show
Finisterre,Ethical Fashion,Amazing customer service,"Bought a waterproof coat three years ago and recently the membrane had started to flake out of the hood. I contacted customer support just to make them aware of the issue, to hopefully help them making new waterproofs going forward. Instead they immediately replaced my jacket with a new one. Fantastic customer service! In addition, all their other products I have bought are top quality.",5,2025-10-01 15:18:25+00:00,Trustpilot,bought waterproof coat three year ago recently membrane started flake hood contacted customer support make aware issue hopefully help making new waterproof going forward instead immediately replaced jacket new one fantastic customer service addition product bought top quality
Finisterre,Ethical Fashion,Men's Nieuwland 2mm Yulex® Long Sleeve…,"Men's Nieuwland 2mm Yulex® Long Sleeve Top. Bought for cold water swimming - utterly superb. I use it in Hampstead ponds every day. At the moment we are about 13 or 14 degrees and the top makes all the difference. Couple of laps and you don't even feel the cold. Bare legs of course are trembling. Compared this to decathlon's tops, but the Yulex wins in quality - note especially the neck (decathlon's chafe) thickness 2mm I think will be fine all winter. Real quality and money well spent. I went to the Finisterre shop in Neals Street - amazing customer service very knowledgable. I'm 6 foot and took a large, because the tops ride up slightly as you swim, but not enough to allow water in.",5,2025-09-29 17:42:04+00:00,Trustpilot,men nieuwland mm yulex long sleeve top bought cold water swimming utterly superb use hampstead pond every day moment degree top make difference couple lap dont even feel cold bare leg course trembling compared decathlon top yulex win quality note especially neck decathlon chafe thickness mm think fine winter real quality money well spent went finisterre shop neals street amazing customer service knowledgable im foot took large top ride slightly swim enough allow water
Missguided,Fast Fashion,"Cheap, tacky, clothing","I use to love misguided and then a new owner took over it. Off course had to be the same one as shein. Misguided has gone right down hill. Crap and cheap material like shein. Wrong sizes and smaller than original sizes would have been or make you look extra swamped instead - since the new owner took over misguided needs to just give in. You’re cheap, tacky and distorted. I use to love shopping with misguided and now I’ll never buy from the brand again. Oh and also if you buy from shein you get free returns but if you buy from the site you have to pay to send items back and before a return you have to contact them specifically for them to give you an address. The company is whack and unprofessional and I’m surprised it’s still in business considering the amount of reviews to their brand. Not worth the money anymore. Just cheap, tacky, fast fashion. I wish the previous owner hadn’t of gone bust they was great for their customers. Trust me don’t buy from here it’s not worth it.",1,2025-09-28 15:26:50+00:00,Trustpilot,use love misguided new owner took course one shein misguided gone right hill crap cheap material like shein wrong size smaller original size would make look extra swamped instead since new owner took misguided need give youre cheap tacky distorted use love shopping misguided ill never buy brand oh also buy shein get free return buy site pay send item back return contact specifically give address company whack unprofessional im surprised still business considering amount review brand worth money anymore cheap tacky fast fashion wish previous owner hadnt gone bust great customer trust dont buy worth
Missguided,Fast Fashion,I wouldn’t even give this 1 star…,I wouldn’t even give this 1 star their customer service is shocking! My items were sent back on the 12th July and i still have not been refunded. Numerous emails and proof of return sent multiple times but no one ever gets back to you it’s just basically a generic email that says they will be in touch. I will never use this site again and will now go through my bank to hopefully claw the money back that they owe me.,1,2025-09-28 09:48:39+00:00,Trustpilot,wouldnt even give star customer service shocking item sent back th july still refunded numerous email proof return sent multiple time one ever get back basically generic email say touch never use site go bank hopefully claw money back owe
Lucy & Yak,Ethical Fashion,Absolutely love Lucy and Yak dungarees.,Absolutely love Lucy and Yak dungarees. So comfy to wear and I always get compliments.,5,2025-09-26 15:07:11+00:00,Trustpilot,absolutely love lucy yak dungaree comfy wear always get compliment
